cluster_id,theme,proposition,pertinente
1,Protection de la biodiversité,Il faut arrêter de construire / élargir des routes.,1
1,Protection de la biodiversité,Il faut interdire les panneaux publicitaires électriques et interdire la publicité sur écran dans les lieux publics.,0
1,Protection de la biodiversité,Il faut arrêter l&apos;expansion continue de l&apos;agglomération parisienne.,1
1,Protection de la biodiversité,Il faut refuser d&apos;acheter des vêtements en microfibre,1
1,Protection de la biodiversité,Il faut interdire les méga bassines,1
1,Protection de la biodiversité,Il faut limiter les constructions des pistes de vélo en montagne pour laisser la place aux bergers et à la faune pour se déplacer,1
1,Protection de la biodiversité,Il faut interdire le déterrage des blaireaux,1
2,Éducation à l'écologie,Il faut éduquer les enfants de citadins à la compréhension et à la préservation de la biodiversité,1
2,Éducation à l'écologie,"Il faut que les écoles et entreprises fassent plusieurs jours de terrain par an avec des naturalistes, que l&apos;écologie soit au cœur des SVT.",1
2,Éducation à l'écologie,Il faut enseigner la naturopathie,0
2,Éducation à l'écologie,Il faut éduquer à l&apos;importance de tout ce qui compose le vivant et qui nous permet de vivre sur terre !,1
2,Éducation à l'écologie,Il faut promouvoir la formation via La Fresque du Climat au plus grand nombre de citoyens âgés de plus de 16 ans.,1
2,Éducation à l'écologie,Il faut mettre en place des programmes éducatifs pour sensibiliser les jeunes générations à l’importance de la biodiversité.,1
2,Éducation à l'écologie,"Il faut intégrer dans les programmes scolaires dès la maternelle les enjeux de biodiversité : découverte, rôle des espèces, etc.",1
2,Éducation à l'écologie,"Il faut que les écoliers soient associés à des inventaires de la faune et de la flore dans leur environnement communal, et à leur évolution",1
2,Éducation à l'écologie,Il faut sensibiliser au maximum dans les écoles le respect de la nature et de la biodiversité.,1
2,Éducation à l'écologie,"Il faut instruire les gens sur la notion de service écosystémique : une araignée, ça mange des moustiques !",1
2,Éducation à l'écologie,Il faut arrêter d&apos;artificialiser les cours de récréation des établissements scolaires pour sensibiliser les enfants à la variété de la flore,1
2,Éducation à l'écologie,"Il faut inclure des cours sur la connaissance de notre environnement à l&apos;école : les plantes et leurs utilisations ou danger, la faune etc",1
2,Éducation à l'écologie,Il faut renforcer les cours de biologie et d&apos;écologie dans la formation des enseignants et les maquettes pédagogiques.,1
2,Éducation à l'écologie,"Il faut intégrer l&apos;écologie et la biodiversité aux cursus scolaires, dès la primaire et jusqu&apos;au lycée",1
2,Éducation à l'écologie,"Il faut permettre aux professeurs des écoles d’accompagner leurs élèves pour apprendre en forêt, au bord de la mer, etc.",1
2,Éducation à l'écologie,Il faut revoir l&apos;enseignement des sciences dans l&apos;éducation et faire comprendre qu&apos;un environnement malade rend les gens malades.,1
2,Éducation à l'écologie,Il faut inculquer à nos enfants les bon gestes écologiques.,1
2,Éducation à l'écologie,"Il faut faire découvrir la nature aux enfants à l&apos;école via des sorties, des activités où il faut identifier les espèces rencontrées",1
2,Éducation à l'écologie,Il faut apprendre le respect des animaux et de la nature dans les écoles tout le long de la scolarité,1
2,Éducation à l'écologie,Il faut inciter les écoles dans des programmes obligatoires de classes vertes avec sensibilisation à la nature et à son entretien.,1
3,Réduction des déchets plastiques,Il faut instaurer dans les communes le fauchage tardif et le recyclage des déchets verts.,0
3,Réduction des déchets plastiques,"Il faut cesser le concept de la ""mode"" qui fait jeter des objets ou refaire (cuisine,sdb...) encore en excellent état de fonctionnement.",1
3,Réduction des déchets plastiques,Il faut mettre plus de poubelles à proximité des lieux publics,0
3,Réduction des déchets plastiques,"Il faut ne mettre sur le marché que des produits compatibles avec les écosystèmes, entretien, cosmétiques,  vêtements, ustensiles de cuisine",1
3,Réduction des déchets plastiques,"Il faut consigner les déchets, afin de ne plus trouver de dépôts sauvages",1
3,Réduction des déchets plastiques,Il faut interdire les produits avec des emballages inutiles. Ex : dentifice (boîte +tube) fruits/légumes entiers en sachet ou plastifiés etc,1
3,Réduction des déchets plastiques,Il faut enseigner le recyclage et la réparation au lieu d&apos;encourager les gens à acheter neuf,1
3,Réduction des déchets plastiques,Il faut réduire les revêtements de sol artificiels et accepter d&apos;avoir les chaussures terreuses,0
3,Réduction des déchets plastiques,Il faut faire des gestes simples continuer à jeter à la poubelle...,0
3,Réduction des déchets plastiques,Il faut boycotter la fast fashion car l&apos;industrie textile est l&apos;une des premières sources de pollution.,1
3,Réduction des déchets plastiques,Il faut utiliser la phytoremédiation sur les friches industrielles,0
3,Réduction des déchets plastiques,Il faut arrêter de produire du plastique qui est une calamité pour le vivant tout entier !,1
3,Réduction des déchets plastiques,Il faut remplacer les réacteurs nucléaires conventionnels par des réacteurs à sel fondus moins polluants et plus efficace dans la production,0
3,Réduction des déchets plastiques,Il faut uniformiser les bouteilles verre pour les consigner globalement (coût du nettoyage plus faible que la fonte a 1100°c ?),1
3,Réduction des déchets plastiques,Il faut arrêter de produire du plastique,1
3,Réduction des déchets plastiques,Il faut obliger les grands industriels à proposer des produits en vrac pour limiter les emballages plastique notamment,1
3,Réduction des déchets plastiques,"Il faut informer, encore et encore, sur les ravages du plastique",1
3,Réduction des déchets plastiques,"Il faut interdire les huisseries plastiques, ce n’est pas durable (10 ans) et polluant",1
3,Réduction des déchets plastiques,"Il faut interdire les emballages inutiles, ou les remplacer par des matériaux bio dégradables.",1
3,Réduction des déchets plastiques,Il faut une maraude-écolo: les citoyens ramassent à la pince 5 mégots jour/4 jours semaine dans 1 sac plastique et les mettent à la poubelle,0
4,Gestion de la faune,"Il faut limiter les chats errants mais également des chats domestiques, véritable catastrophe pour la petite faune sauvage, oiseaux, etc.",1
4,Gestion de la faune,Il faut rendre obligatoire la construction de ponts/tunnels pour permettre aux animaux de traverser les routes en sécurité,1
4,Gestion de la faune,Il faut repasser le permis de chasse tous les 5 ans avec un test d&apos;aptitude physique et psychologique.,1
4,Gestion de la faune,Il faut plus de sanctions pénales et amendes contre la maltraitance animale,1
4,Gestion de la faune,Il faut dépolitiser la présence des loups et lynx en France. Nombre de régions en Europe favorisent leur maintien et en tirent profit !,1
4,Gestion de la faune,Il faut soutenir les éleveurs privés et professionnels qui assurent la conservation des espèces menacées par leur reproduction en captivité.,1
4,Gestion de la faune,Il faut donner plus de moyens pour lutter contres les espèces invasives.,1
4,Gestion de la faune,"Il faut dans tous les cabinets vétérinaires, un vétérinaire formé aux soins de la petite faune (hérissons, oiseaux, etc.)",1
4,Gestion de la faune,"Il faut respecter le statut d&apos;espèce strictement protégée de Canis lupus, le loup, qui est une espèce clé de voûte des écosystèmes",1
4,Gestion de la faune,Il faut reconnaitre la gène occasionnée à la faune et aux ruraux par la pratique de la chasse et le comportement des chasseurs.,1
4,Gestion de la faune,Il faut réduire considérablement la population de loup afin d’aider les agriculteurs,1
4,Gestion de la faune,Il faut informer pour que les gens comprennent que posséder un animal domestique n&apos;est pas compatible avec restaurer la biodiversité,1
4,Gestion de la faune,"Il faut réguler la prolifération des pies : elles mangent tous les oiseaux plus petits (les merles, tourterelles, moineaux, mésanges).",1
4,Gestion de la faune,"Il faut accorder un statut juridique aux animaux sauvages, et des droits.",1
4,Gestion de la faune,"Il faut fournir des moyens de subsistance (nourriture), réduire l&apos;élevage animal qui utilise trop d&apos;espace (nourriture + animaux)",1
4,Gestion de la faune,Il faut créer des passerelles pour les écureuils.,1
4,Gestion de la faune,Il faut que les spa et associations remettent aux adoptants des chats et chattes stérilisés et non des bons de stérilisation.,1
4,Gestion de la faune,Il faut arrêter les tirs létaux sur les Loups et revenir discuter avec les associations de défense de la biodiversité.,1
4,Gestion de la faune,"Il faut protéger les ours : les pays d&apos;Europe de l&apos;Est le font très bien, pourquoi pas nous ?",1
4,Gestion de la faune,"Il faut intégrer l&apos;ensemble des usagers de la nature, dont les chasseurs qui bizarrement ne sont même pas inclus ici par l&apos;OFB.",1
5,Gestion de l'eau,"Il faut alimenter les wc en eau de pluie et non en eau potable lorsque cela est possible (bâtiments publics, magasins etc.)",1
5,Gestion de l'eau,"Il faut accroître les zones de traitement des eaux et leur assainissements, pour faire des économies et éviter de polluer.",1
5,Gestion de l'eau,"Il faut favoriser la récupération d&apos;eau de pluie, en subventionnant des récupérateurs d&apos;eau.",1
5,Gestion de l'eau,Il faut encourager la communication et l&apos;éducation pour une gestion de l&apos;eau plus équitable et durable.,1
5,Gestion de l'eau,Il faut créer plus de lacs et plans d&apos;eau.,1
5,Gestion de l'eau,"Il faut repenser notre utilisation de l&apos;eau potable, la réserver à la cuisine et à la boisson : encourager captation et filtrage de la pluie",1
5,Gestion de l'eau,Il faut nettoyer les rivières et pénaliser sévèrement ceux qui les polluent,1
5,Gestion de l'eau,Il faut obliger les espaces publics à utiliser les eaux grises pour la chasse d&apos;eau des toilettes.,1
5,Gestion de l'eau,Il faut dépolluer les cours d&apos;eau (et interdire/punir tout rejet chimique dans la nature).,1
5,Gestion de l'eau,Il faut raccorder les maisons aux réseaux d&apos;eaux usées pour éviter leur déversement dans les cours d&apos;eau et ainsi diminuer leur pollution.,1
5,Gestion de l'eau,"Il faut moins contraindre le cycle naturel de l’eau en dégoudronnant les villes,…",1
5,Gestion de l'eau,Il faut promouvoir les toilettes sèches,1
5,Gestion de l'eau,Il faut interdire la vente d&apos;eau en bouteilles plastique (il faut plus d&apos;eau pour fabriquer la bouteille que l&apos;eau qu&apos;elle contient!).,1
5,Gestion de l'eau,"Il faut que les services concernés effectuent un recensement sérieux et une gestion des forages ""eau"" dont certains sont à déclarer",1
5,Gestion de l'eau,"Il faut améliorer la qualité de l&apos;eau des cours de France, avec un contrôle plus strict des sources de pollution et des espèces envahissante",1
5,Gestion de l'eau,Il faut mesurer et taxer au prorata les consommations d&apos;eau de l&apos;agro-business.,1
5,Gestion de l'eau,Il faut arrêter les rejets d&apos;eau de pluie sur les terrains qui conservent l&apos;eau (surtout quand on a coupé tous les végétaux retenant l&apos;eau),1
5,Gestion de l'eau,Il faut mettre des bacs de récupération des déchets à chaque grilles d&apos;égouts d&apos;eaux pluviales,1
5,Gestion de l'eau,Il faut encourager à aménager des points d’eau,1
5,Gestion de l'eau,Il faut renforcer les contrôles sur les usines de retraitement de l’eau,1
6,Protection de l'environnement,Il faut instaurer une taxe carbone sur les produits importés alors qu’ils sont produits localement.,1
6,Protection de l'environnement,Il faut créer une véritable brigade verte à mission éducative et punitive en cas de non respect des gestes écoresponsables.,1
6,Protection de l'environnement,Il faut que l&apos;écologie ne soit pas un lobby politique et commercial : réfléchir aux conséquences des idées proposées sur le long terme.,1
6,Protection de l'environnement,Il faut obliger les services préfectoraux à répondre aux lanceurs d&apos;alerte et à enquêter pour un non respect du code de l&apos;environnement.,1
6,Protection de l'environnement,Il faut des normes écologiques uniques pour toute l&apos;Europe,1
6,Protection de l'environnement,"Il faut limiter l&apos;impact environnemental des riches, avec des réglementations coercitives sur les transports individuels (avions, bateaux)",1
6,Protection de l'environnement,Il faut prévoir plus de transparence et de contrôle dans la gestion de déchets,1
6,Protection de l'environnement,Il faut verbaliser les gens qui jettent des déchets dans la nature en mettant en application la loi existante.,1
6,Protection de l'environnement,"Il faut que chaque produit, chaque projet d&apos;aménagement, de construction soit présenté, avec son coût environnemental complet",1
6,Protection de l'environnement,"Il faut des incitations économiques qui favorise l’ensauvagement (reforestation,…)",1
6,Protection de l'environnement,"Il faut supprimer les échanges commerciaux internationaux, la pollution générée par le transport de marchandises est trop important",1
6,Protection de l'environnement,Il faut obliger les collectivités territoriales à ramasser les déchets avant de passer la tondeuse !,1
6,Protection de l'environnement,Il faut taxer les entreprises sur leurs consommation de ressources naturelles.,1
6,Protection de l'environnement,"Il faut encourager fiscalement les initiatives économiques vertueuses, et sanctionner celles qui ont un impact écologique fort",1
6,Protection de l'environnement,Il faut mettre en place des sanctions réelles et rapides pour les petits et gros pollueurs de ceux qui jettent leurs mégots à plus gros.,1
6,Protection de l'environnement,Il faut que les entreprises cessent d&apos;influer sur les cadres réglementaires destinés à les rendre plus responsables pour l&apos;environnement.,1
6,Protection de l'environnement,Il faut taxer les individuels sur leur empreinte carbone supérieure à 2TCO2/an/habitant,1
6,Protection de l'environnement,Il faut installer des caméras aux abords des dépôts sauvages de déchets et sanctionner lourdement et systématiquement les coupables.,1
6,Protection de l'environnement,"Il faut imposer des barrières douanières, réglementaires écologiques aux produits non français dont UE + taxes grandes mag (prix relevés)",1
6,Protection de l'environnement,Il faut faire respecter les legislations environnementales existantes et rarement appliquées ou dérogées.,1
7,Sensibilisation à la biodiversité,"Il faut que les peines maximales pour des délits envers la biodiversité deviennent la norme, et non plus l’exception.",1
7,Sensibilisation à la biodiversité,"Il faut inventer des moyens simples et ludiques pour representer la biodiversite d&apos;un site pour ceux qui y vivent.(affiches,infographies...)",1
7,Sensibilisation à la biodiversité,Il faut limiter les aides aux grosses entreprises et entreprises en bonne santé financière pour les utiliser pour la biodiversité,1
7,Sensibilisation à la biodiversité,Il faut éduquer les futurs générations à prendre conscience que le moindre geste anodin répété souvent est irrémédiable pour la biodiversité,1
7,Sensibilisation à la biodiversité,Il faut soumettre toute coupe d&apos;arbre à obligation de la justifier et à autorisation par un ministère de la biodiversité,1
7,Sensibilisation à la biodiversité,Il faut faire connaitre au grand public les espèces méconnues qui sont menacées et sensibiliser les gens à leur préservation,1
7,Sensibilisation à la biodiversité,Il faut permettre aux citadins de s&apos;impliquer mieux dans la biodiversité de leur commune via des espaces potager mieux accessibles.,1
7,Sensibilisation à la biodiversité,Il faut mobiliser une part des profits réalisés par les entreprises pour restaurer la biodiversité,1
7,Sensibilisation à la biodiversité,"Il faut tripler les moyens publics des opérateurs de protection de la biodiversité (agences type OFB et FRB, recherche, associations, ONG).",1
7,Sensibilisation à la biodiversité,Il faut informer les personnes sur l’intérêt à préserver la biodiversité : urgence animale et humaine,1
7,Sensibilisation à la biodiversité,Il faut mieux éduquer les personnes possédant des animaux de compagnie aux actions pour préserver la biodiversité en lien avec leur animal,1
7,Sensibilisation à la biodiversité,Il faut que la renaturation et la rénovation de la biodiversité soient des compétences obligatoires (donc budgetées) dans les communes,1
7,Sensibilisation à la biodiversité,Il faut poser un diagnostic de la biodiversité à l&apos;échelle de chaque commune (type ABC) suivi de mesures concrètes.,1
7,Sensibilisation à la biodiversité,Il faut faire des vidéos de sensibilisation à la biodiversité pour la TV et les réseaux sociaux plutôt que d&apos;utiliser des brochures papiers.,1
7,Sensibilisation à la biodiversité,Il faut recréer un institut de recherche et de formation sur la biologie et la biodiversité des sols.,1
7,Sensibilisation à la biodiversité,Il faut intégrer un représentant tiers de la nature dans tous les ComEx,1
7,Sensibilisation à la biodiversité,Il faut extirper de la tête des gens que la biodiversité veut dire saleté. Non aux jardins et aux champs propres,1
7,Sensibilisation à la biodiversité,"Il faut former les citoyens à un entretien ""approprié"" (favorable à la biodiversité) de leurs terrains privés",1
7,Sensibilisation à la biodiversité,Il faut accompagner les entreprises dans la compréhension de leur impact sur la biodiversité,1
7,Sensibilisation à la biodiversité,"Il faut respecter et protéger toutes les espèces, toutes ont leur place et sont utiles.",1
8,Interdiction des pesticides,Il faut créer pénalement le crime d&apos;écocide et le sanctionner très sévèrement,1
8,Interdiction des pesticides,Il faut interdire toute exploitation des ressources naturelles qui mettent en danger les écosystèmes,1
8,Interdiction des pesticides,"Il faut interdire la vente et l&apos;utilisation de tous les insecticides non systémiques, promouvoir l&apos;introduction des prédateurs naturels",1
8,Interdiction des pesticides,Il faut créer un label pour des semences libres de droits et sans brevets.,0
8,Interdiction des pesticides,"Il faut arrêter d&apos;importer des plantes invasives, mais surtout d&apos;importer avec elles les maladies et les animaux ravageurs",1
8,Interdiction des pesticides,Il faut interdire à la vente les espèces exotiques envahissantes et expliquer pourquoi aux consommateurs,0
8,Interdiction des pesticides,"Il faut expliquer : pesticides=empoisonnement durable de la terre=empoisonnement des hérissons,oiseaux par celui des vers de terre,insectes",1
8,Interdiction des pesticides,"Il faut que si l&apos;on interdit les pesticides, nous interdisions aussi les médicaments",0
8,Interdiction des pesticides,"Il faut interdire qu&apos;une denrée alimentaire puisse être cultivée dans un pays, transformée dans un autre, conditionnée encore ailleurs.",0
8,Interdiction des pesticides,"Il faut supprimer des espèces chassables toutes celles qui ne causent aucun dégât aux activités agricoles, forestières et aquacoles.",0
8,Interdiction des pesticides,"Il faut interdire l&apos;exploitation du robinier pseudoacacia (ou acacia), une des espèces envahissantes qui impactent le plus les écosystèmes.",0
8,Interdiction des pesticides,Il faut interdire les industries polluantes.,1
8,Interdiction des pesticides,"Il faut absolument abandonner les souffleurs de feuilles, bruyants, très polluants et très nocifs pour la biodiversité.",1
8,Interdiction des pesticides,"Il faut interdire les pesticides systématiques (graines enrobées, pulvérisations programmées sans analyse des ravageurs...)",1
8,Interdiction des pesticides,"Il faut interdire tous les produits phytosanitaires chimiques, ceux des particuliers comme ceux des agriculteurs",1
8,Interdiction des pesticides,Il faut interdire vraiment les produits phyto-sanitaires que tuent tout ce qui est vivant et polluent les eaux.,1
8,Interdiction des pesticides,Il faut protéger les cultures par d’autres moyens que l’agrainage des sangliers et interdire toute forme d’agrainage qui les multiplie.,0
8,Interdiction des pesticides,Il faut interdire l&apos;utilisation des poisons nonsystémique en extérieur et subventionner dans les communes de nichoirs et perchoir à rapace,1
8,Interdiction des pesticides,"Il faut dissoudre la FNSEA responsable, par son action politique pour l&apos;usage des pesticides, de la disparition d&apos;un grand nombre d&apos;espèces.",1
8,Interdiction des pesticides,"Il faut s&apos;attaquer rapidement aux espèces végétales et animales invasives, plutôt que vouloir sauver tout et n&apos;importe quoi.",0
9,Protection de la mer,Il faut dépolluer les mers avec les navires avaleurs de déchets existants et accélérer le mouvement en augmentant leur nombre.,1
9,Protection de la mer,Il faut créer des aires marines protégées dans lesquelles il serait réellement interdit de pêcher et de détruire les fonds marins.,1
9,Protection de la mer,Il faut agir pour faire cesser rapidement le braconnage des tortues marines à Mayotte qui est en train de les faire disparaître du lagon.,1
9,Protection de la mer,Il faut obliger les mairies qui ont retirées les poubelles en haut des plages à les remettre en place.,1
9,Protection de la mer,"Il faut réglementer la pêche à la ligne en bord de mer ou lacs: limiter à 1 canne à pêche par personne, nombre de prises 3/j et 2j/semaine",1
9,Protection de la mer,Il faut interdire les décharges de déchets d&apos;aller dans la mer ou de les envoyer dans des pays en développement pour les polluer,1
9,Protection de la mer,Il faut recreuser des petites mares pour restaurer le réseau qui existait naguère.,0
9,Protection de la mer,Il faut sensibiliser à la pêche et à son impact très destructeurs pour la vie aquatique,1
9,Protection de la mer,Il faut imposer des normes sur les crèmes solaires pour limiter la pollution des eaux et protéger les écosystèmes aquatiques.,1
9,Protection de la mer,Il faut participer financièrement à la recherche sur les coraux et participer à la restauration des barrières en voie d&apos;extinction,1
9,Protection de la mer,"Il faut que chaque commune du littoral possédant du domaine maritime, fixe 20% de son territoire en réserve de pêche.",1
9,Protection de la mer,"Il faut interdire le nettoyage mécanique des plages pour protéger la biodiversité, notamment la laisse de mer.",1
9,Protection de la mer,Il faut que tout bateau ayant pratiqué dégazage ou déballastage directement en mer (et l&apos;entreprise responsable) soit interdit de navigation,1
9,Protection de la mer,"Il faut taxer les piscines privées (bétonisation) et inciter à la création de mares : vie, découvertes biotopes, lutte anti-moustique !",0
9,Protection de la mer,Il faut élargir et renforcer les zones de protection marine. Interdire le mouillage aux bateaux de plaisance.,1
9,Protection de la mer,Il faut interdire (loi) totalement l&apos;ancrage dans les eaux bordant les parcs nationaux maritimes pour préserver les fonds et la posidonie,1
9,Protection de la mer,Il faut protéger tous les oiseaux de mer et interdire la pisciculture qui est une calamité pour la vie marine.,1
9,Protection de la mer,Il faut que les paquebots puissent éviter de polluer la mer avec leur essence,1
9,Protection de la mer,Il faut interdire les supertrawlers/les méthodes de pêche destructrices et non séléctives,1
9,Protection de la mer,Il faut enlever les décharges en front de mer susceptibles de se déverser dans les mers et océans,1
10,Végétalisation des villes,"Il faut favoriser les nichoirs naturels à faune, tas de pierre, de bois, vielle souche là ou c&apos;est possible.",1
10,Végétalisation des villes,Il faut encourager la création d&apos;espaces verts dans les villes et la normalisation de la nature et tout ses habitants.,1
10,Végétalisation des villes,Il faut réaliser des espaces végétalisées dans les villes afin de créer des îlots de fraîcheur et réduire la pollution aux particules fines,1
10,Végétalisation des villes,"Il faut dans les villes, créer des ombrières photovoltaïques en toiture et installer la végétation dessous (potager, arbustes, pelouse, etc)",1
10,Végétalisation des villes,"Il faut favoriser, rendre bénéfique, l&apos;isolation par l&apos;extérieur des copropriétés et immeubles",1
10,Végétalisation des villes,Il faut végétaliser les toits des abris bus.,1
10,Végétalisation des villes,Il faut seulement accepter comme nouvelles constructions les éco-quartiers.,1
10,Végétalisation des villes,Il faut mettre les énergies renouvelables dans les  villes là où on consomment le plus et où de grands bâtiments existent déjà.,0
10,Végétalisation des villes,"Il faut végétaliser les centres villes, les toits, les balcons ( réduire les températures en ville, attirer insectes/oiseaux)",1
10,Végétalisation des villes,Il faut utiliser les friches industrielles pour les nouvelles constructions et laisser tranquilles les zones naturelles ou agricoles,1
10,Végétalisation des villes,"Il faut subventionner jusqu&apos;à 50 % les réhabilitations des bâtiments des collectivités seulement si elles sont en BBC, sinon rien.",1
10,Végétalisation des villes,Il faut proposer des réductions d&apos;impôts pour les propriétaires qui restaurent des bâtiments abandonnés ou débétonnent leur propriété,1
10,Végétalisation des villes,"Il faut collecter et utiliser les vêtements, textiles, délaissés, usagés pour isoler les habitations.",0
10,Végétalisation des villes,"Il faut utiliser les surfaces déjà urbanisées pour y installer du photovoltaique, afin de ne pas utiliser des zones naturelles",0
10,Végétalisation des villes,"Il faut aménager plus d&apos;aires et de sentiers de promenade ou de sports en plein air en zone périurbaine, et les entretenir sans pesticides.",1
10,Végétalisation des villes,"Il faut re-végétaliser le long des routes, les toits...",1
10,Végétalisation des villes,Il faut imposer par la loi que chaque nouvelle construction (ind ou col) possède des panneaux solaires.,1
10,Végétalisation des villes,Il faut adapter la construction des bâtiments à la biodiversité en créant des façades permettant aux oiseaux de venir nicher (lucarnes).,1
10,Végétalisation des villes,Il faut durcir et faire respecter les limites d&apos;artificialisation des sols,1
10,Végétalisation des villes,"Il faut rendre visibles et accessibles les technologies permettant d&apos;économiser les ressources (isolations, chauffage, eau, etc.)",0
11,Protection de l'environnement,"Il faut sensibiliser, communiquer et former de façon plus massive de manière à éveiller les consciences et adopter les bons comportements.",1
11,Protection de l'environnement,Il faut un contrôle des chausseurs avec une déclaration de ce qui a été abattu pour un meilleur suivi,1
11,Protection de l'environnement,Il faut développer la Mélipone,1
11,Protection de l'environnement,"Il faut rééduquer la population en faisant plus de conférences, animations… et sanctionner plus en cas de faute envers l’environnement.",1
11,Protection de l'environnement,Il faut reconnaître les droits du vivant,1
11,Protection de l'environnement,Il faut encourager tous les citoyens de notre planète pour qu’ils soient capables d’être utiles pour réparer notre planete.,1
11,Protection de l'environnement,"Il faut que chaque être humain soit conscient qu&apos;il fait entièrement parti de la planète, qu&apos;il vit avec elle, en cohésion, et pas contre !",1
11,Protection de l'environnement,Il faut expliquer et faire comprendre aux enfants et aux adultes l&apos;importance de cette prise de conscience,1
11,Protection de l'environnement,Il faut développer de plus en plus d&apos;îlots de fraîcheur,1
11,Protection de l'environnement,Il faut interdire l’élevage intensif et sensibiliser le grand public à ce qui s’y passe,1
11,Protection de l'environnement,Il faut communiquer auprès des publics professionnels ayant un fort impact,1
11,Protection de l'environnement,"Il faut expliquer aux élèves (je n&apos;en ai jamais entendu parler au lycée) que la planète a déjà vu pire, mais que nous en mourrons",1
11,Protection de l'environnement,"Il faut mettre fin au capitalisme, au productivisme, et à l&apos;extractivisme.",1
